,Document,Topic,Name,CustomName,Top_n_words,Representative_document
722,kuru yıka arka kır elindeki batı olabil minimum miktar kullan mülteci eleman gerçekten rahat edici,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
723,sıfır alıp müşteri alma tavsiye artık kimse müdür ismail anlayış yardımcı personel agresif rica millet edip cep sigara koy öyle anla,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
724,yaklaşık önce motor stabil başla rölanti çubuk dalga kaput açtık motor boğ tekrar gözlemle kullan sıfırla yaşa problem orta kaybol,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
725,berbat tesis lakayıt,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
726,sel yıka olma lazım yıka iste makine zarar yıka yıka bide sin yıka köpük su vur geç keşke el yıka sistem,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,True
727,kurum ayazağa cendere hava makina sürekli arıza rezalet yıka afgan mi suriye lim anla konuş anlaş kına gerçekten kötü,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
728,tuvalet pis pis merkez yer kalite kabul_edil değil yönetim sorun aşikar düzel gerek,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
729,temiz söz starbucks stand geçen adet latte süt boz tavsiye otomat ilgi yardımcı otomat an çözüm bulun yetki yandık kal,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
730,kötü zorunlu olmadıkça mobil yetersiz kasa sıra yık aracı sök köpük şık su kes su kes yıka tebrik cem yılmaz ilerle,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
731,temiz wc dışarı içeri temiz yanlız yıka belli limit üst yad alan düşünce,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
732,hiçbir problem lavabo eksik bugün tekerlek şişir su hazne tabanca kırık kullan oto_yıka değiş özellik yüz bırak dışarı yıka bit sıra_bekle diyerek sabun su vurul hal eser yıka sistem um eski_hal döner,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
733,tarife kalite özellikle bölge,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
734,mükemmel tuvalet artık hijyen değil ağır kötü kok çöp kova lavabo klozet pis hijyen değil konu hassasiyet rica,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
735,güzel hizmet wc pozitif ara şe kişi hız sayı yeterli bekle sorun kennedy cadde giriş trafik olarak tehlike teşkil,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
736,wc temiz titiz temiz bakım in,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
737,lastik_hava in sağ yardımcı,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
738,olarak lastik in girdi kompresör hava personel sor bak aç şükür hallet,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
739,güler_yüz işle,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
740,kullan zor_kal kullan işle benzeri alaka işle,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
741,büyük duy gerçekten ba büyük gerçekten güzel olarak imkan sağla tebrik etmek lazım,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
742,koska kişi idare yazık sürü müşteri kişi bak koca kasa temiz bak yakış,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
743,tuvalet temiz kal,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
744,ev_yakın olma_rağmen tercih hisset hisset sürekli tedirgin an önce alıp mantık hakim yoğun ihtiyaç,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
745,kalite beğen sıkıntı heryer olma ucuzla dilek,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
746,hizmet tuvalet,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
747,arıza yüz alamadık artı,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
748,kalabalık yetersiz kal makul değil starbucks makine bozuk yad bardak bitik şeker bitik,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
749,tuvalet şe,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
750,güler_yüz,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
751,eski ad üzeri olma hareket hal getir uğra öyle arkadaş yardımcı sağol sorun yoğun küçük kal öndeki kal ilerle muhafaza birbiri sürt yaşa özellikle alan ön sağ duy geç şans kal yakın ara geç yer,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
752,güzel işlek ürün aç simit vb ürün müzik çalar mp,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
753,organizasyon sıkıntı yık ulaş önce sıra bit bekle içeri kişi sayı sayı yüz bekle gerek hikmet sefer arac çekiş düşük fiş kaybet şikayet el fiş olmadan dikkat alınıl başka alınca problem oktan düşük tepki,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
754,yıl tercih göz,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
755,dolu ilgili isim temiz önem,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
756,yer tuvalet temiz,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,True
757,herşey müşteri leh yaramaz,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
758,tesis,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
759,karşı ufak yoğun kaldır,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
760,hız personel_güler yüz tuvalet yoğun rağmen tertemiz ışıl ışıl ulaşım trafik gün hizmet güven şaşır,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
761,tercih karşılaş nokta ara tuvalet temiz vs yazık doğru olmadık kalite kontrol edil gerek,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
762,mekan işlek yer geniş ferah in kalite rahat handikap kalabalık oluş,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
763,wc temiz saat tut ekip hallet saat temiz mağdur edil,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
764,güzel büyük tuvalet hizmet bab şekil olma kötü yer değil düşün,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
765,öper geri kal normal tuvalet yer yer olarak küçük sayı personel yetiş,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
766,bekle wc pırıl_pırıl bayıl tv yer pis koku,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
767,yemek dön boz far anla free shop arkadaş ba ilgilen,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
768,otomobil yıka art baştan bahşiş rağmen değil,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
769,büyük tuvalet orta koy sıkıntı ürün yüksek olma başka kusur gün,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
770,yakış baş sal demedik bırak yer terk motor almak uygun boş baş bekle beyefendi bekle karşı hizmet boş gelir ilgilen kaytar kamera tespit kalk ukala ukala tartış halbuki saygı yüz çemkir çıldır hizmet kalite düşür,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
771,güzel yıka lastik patla yardımcı personel üt gam yüksek başarı otobüs minibüs almak imkan,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
772,baş hala tüp alabil mutlu yaşa iyi alın,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
773,herşey hoş gıda ihtiyaç üst_düzey anla geçerli değil,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
774,tesis güzel düzenle dışarı sınır otur alan hijyen sanitasyon uygula geliş ihtiyaç,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
775,yoğun dakika bardak çay alıp personel yetersiz kal,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
776,tuvalet pis gerçekten pis karşılaş personel wc hal umursa tavır arkadaş tuvalet,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
777,ara kalite hizmet,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
778,tuvalet özellik taşı,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
779,güzel butik andaki şart,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
780,normal sev güler_yüz vs plaka hata yad seç husus olun,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
781,sürekli yer nakit arkadaş fiş gün son bekle lazım makina bozuk üstele fiş eksik iade sonuç nakit fiş ülke normal kal,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
782,düzen tesis müdür vural tesis yönet botanik olarak hizmet,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
783,kurtköy servis alan içersi tesis yoğun saat hizmet yoğun rağmen wc temiz say klozet üst otomatik değiş jelatin giy servis alan içersi lokanta mescit banka bankamatik ayrı starbucks bulun park alan geniş büyük küçük uygun yorgun ortalama mekan atmak iste uygun diyebil keyif dile,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
784,şimdi rastla kötü koka wc yer üzeri temiz hijyen edil gerek düşün,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
785,mola kısa sür dinlen ideal mola çay demek çorba deyip çay yanlış çay deme lazım mola yer geçerli,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
786,adındaki mehmetçik herşey özetle alırken el edil gelir vakıf hoş um doğru bilgi,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
787,anla uğra tavsiye uğra,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
788,millet tuvalet dem kullan düzgün kullan ev temizle sorun vesselam şükret öyle surat gül büyü bak hak bölge güzel beklenti tuvalet,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
789,konum itibari üzeri avantaj şans ekle değer olma hak eleştiri sayı olma_rağmen çoğu dolu bölge personel maaş çıkarma yet gün tür politika özellikle genç antipati sebep yetki hatırla iste dış genç ilgili kibar yardımsever düzen güler_yüz kasiyer eksik sorun wc özellik güzel başarı hizmet_sun kurşun aralık,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
790,boşnak börek görev haber yemek ye ücret problem isle,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
791,bisiklet dost mekan maltepe ev köprü kartal istikamet yer alan kalabalık olma karşın düzen şekil ilerle yeterli personel düzen yeterli çeşit ürün aydınlat tuvalet düzen giriş beş adet bankamatik oto_yıka alan bulun,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
792,güzel tipik,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
793,personel plaka yanlış yaz itiraz fayda göster,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
794,lavabo artık temiz,0,0_yıka_işle_arkadaş_bekle,tesis,yıka - işle - arkadaş - bekle - su - değil - yer - köpük - müşteri - personel,False
795,güler_yüz tertemiz ev hissi temiz wc gerçekten tebrik,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
796,güvence tertemiz lavabo,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
797,temiz hizmet numara kimse itiraz olabil zannet,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
798,sev yer teşekkür,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
799,kalite tüketim azal personel saygı tuvalet mükemmel öte teşekkür,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
800,adres,1,1_hizmet_güzel_kalite_personel,personel,hizmet - güzel - kalite - personel - güler_yüz - teşekkür - yardımcı - güleryüz - yer - ilgili,False
801,tesis diyebil,2,2_tuvalet_wc_yer_temiz,genel_ihtiyac,tuvalet - wc - yer - temiz - düzen - güzel - tesis - gerçekten - tertemiz - ürün,False
